model,param1,value1,param2,value2,deltaB_FIRAS,deltaB_over_Bcmb,compatible
power_saturation,lambda_c_m,1e-08,power_n,2.0,3.064569431554531e-11,3.9955272901623616e-10,True
power_saturation,lambda_c_m,1e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,2.0,4.101585737714686e-11,5.347569410319017e-10,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.1568875283162832e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,2.0,5.4895157863832367e-11,7.157126188244115e-10,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3383887531737563e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,2.0,7.347104868937748e-11,9.579015474495108e-10,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.548365256585499e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,2.0,9.833282799132093e-11,1.282044693498317e-09,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.7912844546220022e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,2.0,1.316075304291786e-10,1.715873929976253e-09,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.0723146452190296e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,2.0,1.761420592716334e-10,2.2965066397866154e-09,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.3974349678010784e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.7735626141984124e-08,power_n,2.0,2.3574651952795733e-10,3.0736182467791045e-09,True
power_saturation,lambda_c_m,2.7735626141984124e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,2.7735626141984124e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.7735626141984124e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.7735626141984124e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.2086999973704505e-08,power_n,2.0,3.1552051249494895e-10,4.113696381941968e-09,True
power_saturation,lambda_c_m,3.2086999973704505e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,3.2086999973704505e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.2086999973704505e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.2086999973704505e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.712105009066365e-08,power_n,2.0,4.222891064609158e-10,5.505724986452618e-09,True
power_saturation,lambda_c_m,3.712105009066365e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,3.712105009066365e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.712105009066365e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.712105009066365e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.294487988789272e-08,power_n,2.0,5.651869666722931e-10,7.3688000869920866e-09,True
power_saturation,lambda_c_m,4.294487988789272e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,4.294487988789272e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,4.294487988789272e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.294487988789272e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.9682395947343874e-08,power_n,2.0,7.564398968318287e-10,9.86231938503036e-09,True
power_saturation,lambda_c_m,4.9682395947343874e-08,power_n,4.0,0.0,0.0,True
power_saturation,lambda_c_m,4.9682395947343874e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,4.9682395947343874e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.9682395947343874e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,5.747694424835358e-08,power_n,2.0,1.0124106414322043e-09,1.3199617228581541e-08,True
power_saturation,lambda_c_m,5.747694424835358e-08,power_n,4.0,1.3877787807814457e-17,1.8093595577333058e-16,True
power_saturation,lambda_c_m,5.747694424835358e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,5.747694424835358e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,5.747694424835358e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,6.649435996665046e-08,power_n,2.0,1.354999001890178e-09,1.7666219059845867e-08,True
power_saturation,lambda_c_m,6.649435996665046e-08,power_n,4.0,2.7755575615628914e-17,3.6187191154666115e-16,True
power_saturation,lambda_c_m,6.649435996665046e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,6.649435996665046e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,6.649435996665046e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,7.692649574879146e-08,power_n,2.0,1.8135154072895787e-09,2.3644268673918887e-08,True
power_saturation,lambda_c_m,7.692649574879146e-08,power_n,4.0,4.163336342344337e-17,5.428078673199917e-16,True
power_saturation,lambda_c_m,7.692649574879146e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,7.692649574879146e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,7.692649574879146e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,8.899530352885224e-08,power_n,2.0,2.4271886306381774e-09,3.16452233459997e-08,True
power_saturation,lambda_c_m,8.899530352885224e-08,power_n,4.0,8.326672684688674e-17,1.0856157346399835e-15,True
power_saturation,lambda_c_m,8.899530352885224e-08,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,8.899530352885224e-08,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,8.899530352885224e-08,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0295755673125128e-07,power_n,2.0,3.2485219236821905e-09,4.2353610478255413e-08,True
power_saturation,lambda_c_m,1.0295755673125128e-07,power_n,4.0,1.3877787807814457e-16,1.809359557733306e-15,True
power_saturation,lambda_c_m,1.0295755673125128e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0295755673125128e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0295755673125128e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.191103133283008e-07,power_n,2.0,4.3477851180417915e-09,5.668559475934539e-08,True
power_saturation,lambda_c_m,1.191103133283008e-07,power_n,4.0,2.498001805406602e-16,3.2568472039199506e-15,True
power_saturation,lambda_c_m,1.191103133283008e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.191103133283008e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.191103133283008e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3779723598335568e-07,power_n,2.0,5.819026607789546e-09,7.586736124888586e-08,True
power_saturation,lambda_c_m,1.3779723598335568e-07,power_n,4.0,4.579669976578771e-16,5.970886540519909e-15,True
power_saturation,lambda_c_m,1.3779723598335568e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3779723598335568e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.3779723598335568e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.5941590374559995e-07,power_n,2.0,7.788119565921292e-09,1.0154002041618372e-07,True
power_saturation,lambda_c_m,1.5941590374559995e-07,power_n,4.0,7.91033905045424e-16,1.0313349479079843e-14,True
power_saturation,lambda_c_m,1.5941590374559995e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.5941590374559995e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.5941590374559995e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8442627085855327e-07,power_n,2.0,1.0423531274228459e-08,1.359000166131481e-07,True
power_saturation,lambda_c_m,1.8442627085855327e-07,power_n,4.0,1.429412144204889e-15,1.863640344465305e-14,True
power_saturation,lambda_c_m,1.8442627085855327e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8442627085855327e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8442627085855327e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.133604526501411e-07,power_n,2.0,1.3950736385548446e-08,1.8188704544391715e-07,True
power_saturation,lambda_c_m,2.133604526501411e-07,power_n,4.0,2.5396351688300456e-15,3.31112799065195e-14,True
power_saturation,lambda_c_m,2.133604526501411e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.133604526501411e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.133604526501411e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.468340467068651e-07,power_n,2.0,1.867150749290669e-08,2.4343556053333366e-07,True
power_saturation,lambda_c_m,2.468340467068651e-07,power_n,4.0,4.565792188770956e-15,5.952792944942576e-14,True
power_saturation,lambda_c_m,2.468340467068651e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.468340467068651e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.468340467068651e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.855592301990112e-07,power_n,2.0,2.4989733574121153e-08,3.25811389493105e-07,True
power_saturation,lambda_c_m,2.855592301990112e-07,power_n,4.0,8.18789480661053e-15,1.0675221390626504e-13,True
power_saturation,lambda_c_m,2.855592301990112e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.855592301990112e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.855592301990112e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.303599120128339e-07,power_n,2.0,3.344597467036525e-08,4.36062251243354e-07,True
power_saturation,lambda_c_m,3.303599120128339e-07,power_n,4.0,1.466882171285988e-14,1.9124930525241043e-13,True
power_saturation,lambda_c_m,3.303599120128339e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.303599120128339e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.303599120128339e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.821892620633115e-07,power_n,2.0,4.4763709697304144e-08,5.836207261708493e-07,True
power_saturation,lambda_c_m,3.821892620633115e-07,power_n,4.0,2.6256774532384952e-14,3.4233082832314145e-13,True
power_saturation,lambda_c_m,3.821892620633115e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.821892620633115e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.821892620633115e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.421499907374487e-07,power_n,2.0,5.991123371018592e-08,7.81111260888995e-07,True
power_saturation,lambda_c_m,4.421499907374487e-07,power_n,4.0,4.7031822880683194e-14,6.131919541158173e-13,True
power_saturation,lambda_c_m,4.421499907374487e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,4.421499907374487e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.421499907374487e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,5.115178099293146e-07,power_n,2.0,8.018450009528166e-08,1.0454302489606474e-06,True
power_saturation,lambda_c_m,5.115178099293146e-07,power_n,4.0,8.425204978124157e-14,1.09846218749989e-12,True
power_saturation,lambda_c_m,5.115178099293146e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,5.115178099293146e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,5.115178099293146e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,5.917685748188831e-07,power_n,2.0,1.0731799493512995e-07,1.3991915897670135e-06,True
power_saturation,lambda_c_m,5.917685748188831e-07,power_n,4.0,1.509070646221744e-13,1.9674975830791967e-12,True
power_saturation,lambda_c_m,5.917685748188831e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,5.917685748188831e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,5.917685748188831e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,6.846096838574658e-07,power_n,2.0,1.4363312907106351e-07,1.8726613959721447e-06,True
power_saturation,lambda_c_m,6.846096838574658e-07,power_n,4.0,2.703254287084178e-13,3.5244514825087066e-12,True
power_saturation,lambda_c_m,6.846096838574658e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,6.846096838574658e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,6.846096838574658e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,7.920164050192557e-07,power_n,2.0,1.92236842139204e-07,2.5063473551395567e-06,True
power_saturation,lambda_c_m,7.920164050192557e-07,power_n,4.0,4.842376499780698e-13,6.3133983047988245e-12,True
power_saturation,lambda_c_m,7.920164050192557e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,7.920164050192557e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,7.920164050192557e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,9.162739011886731e-07,power_n,2.0,2.57287408156337e-07,3.354464252364237e-06,True
power_saturation,lambda_c_m,9.162739011886731e-07,power_n,4.0,8.67403371351827e-13,1.1309040043700481e-11,True
power_saturation,lambda_c_m,9.162739011886731e-07,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,9.162739011886731e-07,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,9.162739011886731e-07,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0600258488068825e-06,power_n,2.0,3.4435018056444555e-07,4.489572106446487e-06,True
power_saturation,lambda_c_m,1.0600258488068825e-06,power_n,4.0,1.553729367387291e-12,2.0257227736470547e-11,True
power_saturation,lambda_c_m,1.0600258488068825e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0600258488068825e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0600258488068825e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.2263306841775643e-06,power_n,2.0,4.608737051159384e-07,6.008783639060474e-06,True
power_saturation,lambda_c_m,1.2263306841775643e-06,power_n,4.0,2.783204222644997e-12,3.6286886866297225e-11,True
power_saturation,lambda_c_m,1.2263306841775643e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.2263306841775643e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.2263306841775643e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.4187266741165963e-06,power_n,2.0,6.168269230943935e-07,8.04207200905337e-06,True
power_saturation,lambda_c_m,1.4187266741165963e-06,power_n,4.0,4.985512003230497e-12,6.500015649583437e-11,True
power_saturation,lambda_c_m,1.4187266741165963e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.4187266741165963e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.4187266741165963e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.64130719537513e-06,power_n,2.0,8.255519586553017e-07,1.0763389291464168e-05,True
power_saturation,lambda_c_m,1.64130719537513e-06,power_n,4.0,8.930467476631065e-12,1.1643373502778442e-10,True
power_saturation,lambda_c_m,1.64130719537513e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.64130719537513e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.64130719537513e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8988078244652614e-06,power_n,2.0,1.1049054121359259e-06,1.440554644245014e-05,True
power_saturation,lambda_c_m,1.8988078244652614e-06,power_n,4.0,1.599700927279457e-11,2.085659618356528e-10,True
power_saturation,lambda_c_m,1.8988078244652614e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8988078244652614e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.8988078244652614e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.196707090793235e-06,power_n,2.0,1.4787857322146047e-06,1.928012688676147e-05,True
power_saturation,lambda_c_m,2.196707090793235e-06,power_n,4.0,2.8655203210270486e-11,3.736010848796673e-10,True
power_saturation,lambda_c_m,2.196707090793235e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.196707090793235e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.196707090793235e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.541343036702639e-06,power_n,2.0,1.9791772151167564e-06,2.580413579030973e-05,True
power_saturation,lambda_c_m,2.541343036702639e-06,power_n,4.0,5.132960723130964e-11,6.692256483873486e-10,True
power_saturation,lambda_c_m,2.541343036702639e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.541343036702639e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.541343036702639e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.9400480643347136e-06,power_n,2.0,2.6488852796768825e-06,3.453566205576118e-05,True
power_saturation,lambda_c_m,2.9400480643347136e-06,power_n,4.0,9.194593697525733e-11,1.1987736241884919e-09,True
power_saturation,lambda_c_m,2.9400480643347136e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,2.9400480643347136e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.9400480643347136e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.401304938279253e-06,power_n,2.0,3.545196628235159e-06,4.622159880358747e-05,True
power_saturation,lambda_c_m,3.401304938279253e-06,power_n,4.0,1.6470133590296143e-10,2.1473446662706836e-09,True
power_saturation,lambda_c_m,3.401304938279253e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.401304938279253e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.401304938279253e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.934927263095845e-06,power_n,2.0,4.744776710557952e-06,6.186149557441918e-05,True
power_saturation,lambda_c_m,3.934927263095845e-06,power_n,4.0,2.950269473167566e-10,3.846505180140242e-09,True
power_saturation,lambda_c_m,3.934927263095845e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,3.934927263095845e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.934927263095845e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.55226827550731e-06,power_n,2.0,6.350222188686305e-06,8.279298811846551e-05,True
power_saturation,lambda_c_m,4.55226827550731e-06,power_n,4.0,5.284771509295183e-10,6.890184497125401e-09,True
power_saturation,lambda_c_m,4.55226827550731e-06,power_n,8.0,0.0,0.0,True
power_saturation,lambda_c_m,4.55226827550731e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.55226827550731e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,5.266462393484281e-06,power_n,2.0,8.498826658903669e-06,0.00011080608420995656,True
power_saturation,lambda_c_m,5.266462393484281e-06,power_n,4.0,9.466529365953491e-10,1.2342280790030626e-08,True
power_saturation,lambda_c_m,5.266462393484281e-06,power_n,8.0,1.3877787807814457e-17,1.8093595577333058e-16,True
power_saturation,lambda_c_m,5.266462393484281e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,5.266462393484281e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,6.092704661368686e-06,power_n,2.0,1.1374305391748107e-05,0.0001482960285755946,False
power_saturation,lambda_c_m,6.092704661368686e-06,power_n,4.0,1.6957246579130114e-09,2.2108535305254386e-08,True
power_saturation,lambda_c_m,6.092704661368686e-06,power_n,8.0,4.163336342344337e-17,5.428078673199917e-16,True
power_saturation,lambda_c_m,6.092704661368686e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,6.092704661368686e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,7.048574036451903e-06,power_n,2.0,1.5222474692030974e-05,0.0001984677274058797,False
power_saturation,lambda_c_m,7.048574036451903e-06,power_n,4.0,3.0375251758307797e-09,3.960267504342607e-08,True
power_saturation,lambda_c_m,7.048574036451903e-06,power_n,8.0,1.1102230246251565e-16,1.4474876461866446e-15,True
power_saturation,lambda_c_m,7.048574036451903e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,7.048574036451903e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,8.15440739518517e-06,power_n,2.0,2.0372213881084122e-05,0.00026560904668949313,False
power_saturation,lambda_c_m,8.15440739518517e-06,power_n,4.0,5.441071440626111e-09,7.093965372393886e-08,True
power_saturation,lambda_c_m,8.15440739518517e-06,power_n,8.0,3.885780586188048e-16,5.0662067616532566e-15,True
power_saturation,lambda_c_m,8.15440739518517e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,8.15440739518517e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,9.433732216299773e-06,power_n,2.0,2.7263479231723342e-05,0.00035545605256484146,False
power_saturation,lambda_c_m,9.433732216299773e-06,power_n,4.0,9.746506171581792e-09,1.270730921979373e-07,True
power_saturation,lambda_c_m,9.433732216299773e-06,power_n,8.0,1.2351231148954867e-15,1.610330006382642e-14,True
power_saturation,lambda_c_m,9.433732216299773e-06,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,9.433732216299773e-06,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0913767146512737e-05,power_n,2.0,3.648472350206711e-05,0.00047568088007910174,False
power_saturation,lambda_c_m,1.0913767146512737e-05,power_n,4.0,1.7458763199029725e-08,2.276240312780929e-07,True
power_saturation,lambda_c_m,1.0913767146512737e-05,power_n,8.0,3.982925100842749e-15,5.192861930694588e-14,True
power_saturation,lambda_c_m,1.0913767146512737e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.0913767146512737e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.2626001098748577e-05,power_n,2.0,4.882284541123105e-05,0.0006365429649443422,False
power_saturation,lambda_c_m,1.2626001098748577e-05,power_n,4.0,3.12736054969287e-08,4.0773931547495046e-07,True
power_saturation,lambda_c_m,1.2626001098748577e-05,power_n,8.0,1.2753686995381486e-14,1.662801433556908e-13,True
power_saturation,lambda_c_m,1.2626001098748577e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.2626001098748577e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.4606863203649888e-05,power_n,2.0,6.532980463418159e-05,0.000851757557160125,False
power_saturation,lambda_c_m,1.4606863203649888e-05,power_n,4.0,5.6019905297910455e-08,7.303768617719746e-07,True
power_saturation,lambda_c_m,1.4606863203649888e-05,power_n,8.0,4.091171845743702e-14,5.333991976197786e-13,True
power_saturation,lambda_c_m,1.4606863203649888e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.4606863203649888e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.6898497868124585e-05,power_n,2.0,8.741135520334842e-05,0.0011396526102131475,False
power_saturation,lambda_c_m,1.6898497868124585e-05,power_n,4.0,1.0034752753740328e-07,1.3083119626780088e-06,True
