model,param1,value1,param2,value2,deltaB_FIRAS,deltaB_over_Bcmb,compatible
power_saturation,lambda_c_m,1.6898497868124585e-05,power_n,8.0,1.3128387266192476e-13,1.7116541416157073e-12,True
power_saturation,lambda_c_m,1.6898497868124585e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.6898497868124585e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,1.9549661430912596e-05,power_n,2.0,0.00011694504899305291,0.0015247072880450183,False
power_saturation,lambda_c_m,1.9549661430912596e-05,power_n,4.0,1.7975078001053468e-07,2.343556453853125e-06,True
power_saturation,lambda_c_m,1.9549661430912596e-05,power_n,8.0,4.2126024890620783e-13,5.49231093749945e-12,True
power_saturation,lambda_c_m,1.9549661430912596e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,1.9549661430912596e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.2616759492228645e-05,power_n,2.0,0.0001564368204057115,0.002039593486384765,False
power_saturation,lambda_c_m,2.2616759492228645e-05,power_n,4.0,3.219841808455026e-07,4.197968459524154e-06,True
power_saturation,lambda_c_m,2.2616759492228645e-05,power_n,8.0,1.351710410268936e-12,1.762334302827817e-11,True
power_saturation,lambda_c_m,2.2616759492228645e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.2616759492228645e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,2.6165046987488235e-05,power_n,2.0,0.00020922815130573758,0.0027278768097227842,False
power_saturation,lambda_c_m,2.6165046987488235e-05,power_n,4.0,5.767633418640727e-07,7.519730663156098e-06,True
power_saturation,lambda_c_m,2.6165046987488235e-05,power_n,8.0,4.337225023576252e-12,5.654791425783901e-11,True
power_saturation,lambda_c_m,2.6165046987488235e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,2.6165046987488235e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.027001653763468e-05,power_n,2.0,0.000279769055905682,0.003647575696293116,False
power_saturation,lambda_c_m,3.027001653763468e-05,power_n,4.0,1.0331410607578029e-06,1.3469896489671484e-05,True
power_saturation,lambda_c_m,3.027001653763468e-05,power_n,8.0,1.3916853780493454e-11,1.814452904888325e-10,True
power_saturation,lambda_c_m,3.027001653763468e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.027001653763468e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,3.501900461431713e-05,power_n,2.0,0.00037397583635957743,0.004875825767399966,False
power_saturation,lambda_c_m,3.501900461431713e-05,power_n,4.0,1.850629796337766e-06,2.4128159013530194e-05,True
power_saturation,lambda_c_m,3.501900461431713e-05,power_n,8.0,4.465500191841443e-11,5.822034148424306e-10,True
power_saturation,lambda_c_m,3.501900461431713e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,3.501900461431713e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.051304969235378e-05,power_n,2.0,0.0004996964355263589,0.006514947008166348,False
power_saturation,lambda_c_m,4.051304969235378e-05,power_n,4.0,3.314941095025614e-06,4.321957099120748e-05,True
power_saturation,lambda_c_m,4.051304969235378e-05,power_n,8.0,1.432845092574908e-10,1.86811615720327e-09,True
power_saturation,lambda_c_m,4.051304969235378e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.051304969235378e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,4.686904192314192e-05,power_n,2.0,0.0006673095180724231,0.008700254472912948,False
power_saturation,lambda_c_m,4.686904192314192e-05,power_n,4.0,5.937799382307873e-06,7.741589807441817e-05,True
power_saturation,lambda_c_m,4.686904192314192e-05,power_n,8.0,4.597569963626924e-10,5.994224202903421e-09,True
power_saturation,lambda_c_m,4.686904192314192e-05,power_n,16.0,0.0,0.0,True
power_saturation,lambda_c_m,4.686904192314192e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,5.422221006501592e-05,power_n,2.0,0.0008904846300530345,0.011609969101082586,False
power_saturation,lambda_c_m,5.422221006501592e-05,power_n,4.0,1.0635636202308008e-05,0.00013866540029084753,False
power_saturation,lambda_c_m,5.422221006501592e-05,power_n,8.0,1.475222263791487e-09,1.9233667063774274e-08,True
power_saturation,lambda_c_m,5.422221006501592e-05,power_n,16.0,2.7755575615628914e-17,3.6187191154666115e-16,True
power_saturation,lambda_c_m,5.422221006501592e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,6.272899858196256e-05,power_n,2.0,0.0011871270682817514,0.015477536744221008,False
power_saturation,lambda_c_m,6.272899858196256e-05,power_n,4.0,1.904935960039822e-05,0.00024836192438589596,False
power_saturation,lambda_c_m,6.272899858196256e-05,power_n,8.0,4.733545458379673e-09,6.171506464641034e-08,True
power_saturation,lambda_c_m,6.272899858196256e-05,power_n,16.0,2.914335439641036e-16,3.799655071239943e-15,True
power_saturation,lambda_c_m,6.272899858196256e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,7.257039612324216e-05,power_n,2.0,0.0015805174187668303,0.020606485251197265,False
power_saturation,lambda_c_m,7.257039612324216e-05,power_n,4.0,3.411611697139161e-05,0.00044479943900119435,False
power_saturation,lambda_c_m,7.257039612324216e-05,power_n,8.0,1.5188525229192784e-08,1.9802510077174423e-07,True
power_saturation,lambda_c_m,7.257039612324216e-05,power_n,16.0,3.011479954295737e-15,3.9263102402812735e-14,True
power_saturation,lambda_c_m,7.257039612324216e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,8.39557861999512e-05,power_n,2.0,0.0021006238486613593,0.02738753388085214,False
power_saturation,lambda_c_m,8.39557861999512e-05,power_n,4.0,6.109016824230873e-05,0.0007964819849062416,False
power_saturation,lambda_c_m,8.39557861999512e-05,power_n,8.0,4.873539956318229e-08,6.354028626229764e-07,True
power_saturation,lambda_c_m,8.39557861999512e-05,power_n,16.0,3.096134459923405e-14,4.0366811733030054e-13,True
power_saturation,lambda_c_m,8.39557861999512e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,9.712740198471168e-05,power_n,2.0,0.0027855026461533483,0.036316853274489545,False
power_saturation,lambda_c_m,9.712740198471168e-05,power_n,4.0,0.00010936094378197203,0.0014258271679526992,False
power_saturation,lambda_c_m,9.712740198471168e-05,power_n,8.0,1.5637705694238058e-07,2.0388143017259525e-06,True
power_saturation,lambda_c_m,9.712740198471168e-05,power_n,16.0,3.1882829709672933e-13,4.1568226479364966e-12,True
power_saturation,lambda_c_m,9.712740198471168e-05,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,0.00011236548001387516,power_n,2.0,0.0036825923749685685,0.04801293839593961,False
power_saturation,lambda_c_m,0.00011236548001387516,power_n,4.0,0.00019567578752703596,0.0025511836704959056,False
power_saturation,lambda_c_m,0.00011236548001387516,power_n,8.0,5.017648027072497e-07,6.541913985752929e-06,True
power_saturation,lambda_c_m,0.00011236548001387516,power_n,16.0,3.282540905757969e-12,4.279714349097743e-11,True
power_saturation,lambda_c_m,0.00011236548001387516,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,0.00012999422244132475,power_n,2.0,0.004849531401401708,0.06322726729337298,False
power_saturation,lambda_c_m,0.00012999422244132475,power_n,4.0,0.00034980483227924075,0.004560688817200009,False
power_saturation,lambda_c_m,0.00012999422244132475,power_n,8.0,1.6099894581678154e-06,2.099073609084505e-05,True
power_saturation,lambda_c_m,0.00012999422244132475,power_n,16.0,3.379628521482658e-11,4.4062953343972075e-10,True
power_saturation,lambda_c_m,0.00012999422244132475,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,0.00015038869469554103,power_n,2.0,0.006353879173698493,0.08284066719293993,False
power_saturation,lambda_c_m,0.00015038869469554103,power_n,4.0,0.0006243467858374069,0.008140114548075708,False
power_saturation,lambda_c_m,0.00015038869469554103,power_n,8.0,5.165733675233097e-06,6.73498523498448e-05,True
power_saturation,lambda_c_m,0.00015038869469554103,power_n,16.0,3.4795825942790515e-10,4.53661355186317e-09,True
power_saturation,lambda_c_m,0.00015038869469554103,power_n,32.0,0.0,0.0,True
power_saturation,lambda_c_m,0.0001739828052930366,power_n,2.0,0.008270824522076461,0.10783343575067093,False
power_saturation,lambda_c_m,0.0001739828052930366,power_n,4.0,0.0011112250384454764,0.014487940527320421,False
power_saturation,lambda_c_m,0.0001739828052930366,power_n,8.0,1.6572824329375013e-05,0.00021607332893578896,False
power_saturation,lambda_c_m,0.0001739828052930366,power_n,16.0,3.582493149356658e-09,4.670786374650141e-08,True
power_saturation,lambda_c_m,0.0001739828052930366,power_n,32.0,1.6653345369377348e-16,2.171231469279967e-15,True
power_saturation,lambda_c_m,0.00020127853758499385,power_n,2.0,0.010677722584011298,0.13921411452426724,False
power_saturation,lambda_c_m,0.00020127853758499385,power_n,4.0,0.0019679590055101392,0.025657874908867524,False
power_saturation,lambda_c_m,0.00020127853758499385,power_n,8.0,5.3151855129052183e-05,0.000692983769609546,False
power_saturation,lambda_c_m,0.00020127853758499385,power_n,16.0,3.6884458182173674e-08,4.808925447480271e-07,True
power_saturation,lambda_c_m,0.00020127853758499385,power_n,32.0,1.7735812818386876e-14,2.312361514783165e-13,True
power_saturation,lambda_c_m,0.00023285662984981966,power_n,2.0,0.013644346092066967,0.17789238711951716,False
power_saturation,lambda_c_m,0.00023285662984981966,power_n,4.0,0.0034550271624245593,0.045045986472288906,False
power_saturation,lambda_c_m,0.00023285662984981966,power_n,8.0,0.00017028771618388117,0.002220178828994539,False
power_saturation,lambda_c_m,0.00023285662984981966,power_n,16.0,3.797516718445637e-07,4.951130011011261e-06,True
power_saturation,lambda_c_m,0.00023285662984981966,power_n,32.0,1.880218203353934e-12,2.451392703199392e-11,True
power_saturation,lambda_c_m,0.0002693889309590175,power_n,2.0,0.017218430455301192,0.2244906187131837,False
power_saturation,lambda_c_m,0.0002693889309590175,power_n,4.0,0.0059759265538806144,0.0779129928797994,False
power_saturation,lambda_c_m,0.0002693889309590175,power_n,8.0,0.0005437358719963536,0.00708912479786641,False
power_saturation,lambda_c_m,0.0002693889309590175,power_n,16.0,3.909650490088734e-06,5.097327887990527e-05,True
power_saturation,lambda_c_m,0.0002693889309590175,power_n,32.0,1.9930802841461315e-10,2.5985401357837436e-09,True
power_saturation,lambda_c_m,0.000311652694492943,power_n,2.0,0.021407786929385685,0.2791106509698264,False
power_saturation,lambda_c_m,0.000311652694492943,power_n,4.0,0.010082948372110032,0.13145956156597172,False
power_saturation,lambda_c_m,0.000311652694492943,power_n,8.0,0.001717788586929031,0.022396200611851772,False
power_saturation,lambda_c_m,0.000311652694492943,power_n,16.0,4.0233742052073196e-05,0.0005245598703008239,False
power_saturation,lambda_c_m,0.000311652694492943,power_n,32.0,2.112715981328339e-08,2.7545188804802334e-07,True
power_saturation,lambda_c_m,0.0003605471154250506,power_n,2.0,0.026162890807492033,0.34110679018894435,False
power_saturation,lambda_c_m,0.0003605471154250506,power_n,4.0,0.01635964176766465,0.21329389527594064,False
power_saturation,lambda_c_m,0.0003605471154250506,power_n,8.0,0.005252066927476595,0.0684754488588865,False
power_saturation,lambda_c_m,0.0003605471154250506,power_n,16.0,0.00041222668629964376,0.0053745330677919655,False
power_saturation,lambda_c_m,0.0003605471154250506,power_n,32.0,2.2394687781285283e-06,2.919776764183218e-05,True
power_saturation,lambda_c_m,0.00041711246120565247,power_n,2.0,0.03136640209207132,0.40894917981840045,False
power_saturation,lambda_c_m,0.00041711246120565247,power_n,4.0,0.02507297845651433,0.3268967204239156,False
power_saturation,lambda_c_m,0.00041711246120565247,power_n,8.0,0.014638374191137511,0.19085233625994147,False
power_saturation,lambda_c_m,0.00041711246120565247,power_n,16.0,0.0040422338417065995,0.05270187538079008,False
power_saturation,lambda_c_m,0.00041711246120565247,power_n,32.0,0.00023666390531884574,0.0030855789480944682,False
power_saturation,lambda_c_m,0.0004825522042741279,power_n,2.0,0.03683649416712038,0.4802671990498093,False
power_saturation,lambda_c_m,0.0004825522042741279,power_n,4.0,0.03568266810793661,0.46522383452329347,False
power_saturation,lambda_c_m,0.0004825522042741279,power_n,8.0,0.03304184061744996,0.4307932283891781,False
power_saturation,lambda_c_m,0.0004825522042741279,power_n,16.0,0.027933248581172264,0.3641883778510073,False
power_saturation,lambda_c_m,0.0004825522042741279,power_n,32.0,0.01894796362890174,0.24703994301045293,False
power_saturation,lambda_c_m,0.0005582586268862701,power_n,2.0,0.0423472790313096,0.552115763120073,False
power_saturation,lambda_c_m,0.0005582586268862701,power_n,4.0,0.04671894838824063,0.6091127560396431,False
power_saturation,lambda_c_m,0.0005582586268862701,power_n,8.0,0.054328329008048765,0.7083224120997231,False
power_saturation,lambda_c_m,0.0005582586268862701,power_n,16.0,0.06557976405769424,0.8550164805436015,False
power_saturation,lambda_c_m,0.0005582586268862701,power_n,32.0,0.07455625852762278,0.9720503067486672,False
power_saturation,lambda_c_m,0.0006458424430196991,power_n,2.0,0.047662554852675856,0.6214153175055522,False
power_saturation,lambda_c_m,0.0006458424430196991,power_n,4.0,0.05646888870308786,0.7362306219437791,False
power_saturation,lambda_c_m,0.0006458424430196991,power_n,8.0,0.06797630421590123,0.886262114940042,False
power_saturation,lambda_c_m,0.0006458424430196991,power_n,16.0,0.07545724119985156,0.9837971473253136,False
power_saturation,lambda_c_m,0.0006458424430196991,power_n,32.0,0.07667920066616687,0.9997288222446788,False
power_saturation,lambda_c_m,0.0007471670675868082,power_n,2.0,0.05257243780086096,0.6854294367778482,False
power_saturation,lambda_c_m,0.0007471670675868082,power_n,4.0,0.06391483564990452,0.8333094608853262,False
power_saturation,lambda_c_m,0.0007471670675868082,power_n,8.0,0.07375030128819177,0.9615423896765549,False
power_saturation,lambda_c_m,0.0007471670675868082,power_n,16.0,0.07657750202996251,0.9984028947843873,False
power_saturation,lambda_c_m,0.0007471670675868082,power_n,32.0,0.07669980373193291,0.9999974410943013,False
power_saturation,lambda_c_m,0.0008643882620598279,power_n,2.0,0.0569208508787163,0.7421232187577093,False
power_saturation,lambda_c_m,0.0008643882620598279,power_n,4.0,0.068992504253327,0.8995111375922684,False
power_saturation,lambda_c_m,0.0008643882620598279,power_n,8.0,0.07575572110589777,0.9876886715240909,False
power_saturation,lambda_c_m,0.0008643882620598279,power_n,16.0,0.07668808490906884,0.999844653312501,False
power_saturation,lambda_c_m,0.0008643882620598279,power_n,32.0,0.07669999814845492,0.9999999758599076,False
power_saturation,lambda_c_m,0.001,power_n,2.0,0.06061653119837242,0.7903067952851683,False
power_saturation,lambda_c_m,0.001,power_n,4.0,0.07219228518424634,0.9412292722848283,False
power_saturation,lambda_c_m,0.001,power_n,8.0,0.07640319700108261,0.9961303389971656,False
power_saturation,lambda_c_m,0.001,power_n,16.0,0.07669884255583231,0.9999849094632635,False
power_saturation,lambda_c_m,0.001,power_n,32.0,0.07669999998253302,0.9999999997722687,False
flat_cmb_channel,epsilon_amp,1e-09,,,1.9999724099051264e-09,2.6075259581553145e-08,True
flat_cmb_channel,epsilon_amp,1.1568875283162833e-09,,,2.3137431137687514e-09,3.0166142291639524e-08,True
flat_cmb_channel,epsilon_amp,1.338388753173759e-09,,,2.676740579188319e-09,3.4898834148478735e-08,True
flat_cmb_channel,epsilon_amp,1.548365256585496e-09,,,3.096687767323303e-09,4.0374025649586734e-08,True
flat_cmb_channel,epsilon_amp,1.7912844546220022e-09,,,3.5825194755201295e-09,4.670820698200951e-08,True
flat_cmb_channel,epsilon_amp,2.0723146452190293e-09,,,4.144572102182664e-09,5.4036142140582323e-08,True
flat_cmb_channel,epsilon_amp,2.3974349678010786e-09,,,4.794803776242418e-09,6.25137389340602e-08,True
flat_cmb_channel,epsilon_amp,2.773562614198418e-09,,,5.5470486814979125e-09,7.232136481744344e-08,True
flat_cmb_channel,epsilon_amp,3.2086999973704436e-09,,,6.417311432249662e-09,8.366768490547147e-08,True
flat_cmb_channel,epsilon_amp,3.7121050090663573e-09,,,7.424107578701822e-09,9.679410141723366e-08,True
flat_cmb_channel,epsilon_amp,4.294487988789272e-09,,,8.588857458580179e-09,1.1197988863859425e-07,True
flat_cmb_channel,epsilon_amp,4.968239594734388e-09,,,9.936342082461636e-09,1.2954813666833944e-07,True
flat_cmb_channel,epsilon_amp,5.747694424835358e-09,,,1.149523021215515e-08,1.498726233657777e-07,True
flat_cmb_channel,epsilon_amp,6.649435996665059e-09,,,1.329868848376492e-08,1.7338576901909935e-07,True
flat_cmb_channel,epsilon_amp,7.692649574879131e-09,,,1.538508684340023e-08,2.0058783368188045e-07,True
flat_cmb_channel,epsilon_amp,8.899530352885224e-09,,,1.779881508845449e-08,2.320575630828486e-07,True
flat_cmb_channel,epsilon_amp,1.0295755673125127e-08,,,2.0591227195554396e-08,2.684645005939295e-07,True
flat_cmb_channel,epsilon_amp,1.191103133283008e-08,,,2.3821733918794052e-08,3.10583232318045e-07,True
flat_cmb_channel,epsilon_amp,1.3779723598335568e-08,,,2.7559066889670802e-08,3.593098681834524e-07,True
flat_cmb_channel,epsilon_amp,1.5941590374559997e-08,,,3.188274078080866e-08,4.1568110535604507e-07,True
flat_cmb_channel,epsilon_amp,1.8442627085855328e-08,,,3.688474517482554e-08,4.808962865035924e-07,True
flat_cmb_channel,epsilon_amp,2.1336045265014108e-08,,,4.267150166548106e-08,5.563429161079669e-07,True
flat_cmb_channel,epsilon_amp,2.468340467068651e-08,,,4.936612810202412e-08,6.436261812519442e-07,True
flat_cmb_channel,epsilon_amp,2.8555923019901118e-08,,,5.711105791061932e-08,7.446031018333679e-07,True
flat_cmb_channel,epsilon_amp,3.3035991201283397e-08,,,6.607107064238171e-08,8.614220422735556e-07,True
flat_cmb_channel,epsilon_amp,3.821892620633115e-08,,,7.643679761359934e-08,9.965684173872143e-07,True
flat_cmb_channel,epsilon_amp,4.4214999073744864e-08,,,8.842877785575354e-08,1.1529175730867475e-06,True
flat_cmb_channel,epsilon_amp,5.115178099293145e-08,,,1.0230215025108791e-07,1.3337959615526455e-06,True
flat_cmb_channel,epsilon_amp,5.9176857481888305e-08,,,1.1835208171828704e-07,1.5430519128850981e-06,True
flat_cmb_channel,epsilon_amp,6.846096838574658e-08,,,1.369200473000376e-07,1.7851375136901903e-06,True
flat_cmb_channel,epsilon_amp,7.920164050192557e-08,,,1.58401095101679e-07,2.0652033259671315e-06,True
flat_cmb_channel,epsilon_amp,9.162739011886731e-08,,,1.8325225140114476e-07,2.389207971331744e-06,True
flat_cmb_channel,epsilon_amp,1.0600258488068824e-07,,,2.1200224417650126e-07,2.7640449045176176e-06,True
flat_cmb_channel,epsilon_amp,1.2263306841775643e-07,,,2.4526275227421124e-07,3.197689077890629e-06,True
flat_cmb_channel,epsilon_amp,1.4187266741165963e-07,,,2.837414192491394e-07,3.6993666134177236e-06,True
flat_cmb_channel,epsilon_amp,1.64130719537513e-07,,,3.2825690921001183e-07,4.2797510979141044e-06,True
flat_cmb_channel,epsilon_amp,1.8988078244652613e-07,,,3.797563243312929e-07,4.951190669247626e-06,True
flat_cmb_channel,epsilon_amp,2.196707090793235e-07,,,4.3933535542883817e-07,5.72797073570845e-06,True
flat_cmb_channel,epsilon_amp,2.541343036702639e-07,,,5.0826159345152e-07,6.626617906799478e-06,True
flat_cmb_channel,epsilon_amp,2.9400480643347136e-07,,,5.880014985748527e-07,7.666251611145407e-06,True
flat_cmb_channel,epsilon_amp,3.401304938279253e-07,,,6.802516003268089e-07,8.868990877794118e-06,True
flat_cmb_channel,epsilon_amp,3.934927263095845e-07,,,7.86974592548173e-07,1.0260424935439023e-05,True
flat_cmb_channel,epsilon_amp,4.55226827550731e-07,,,9.104410912119665e-07,1.187015764292003e-05,True
flat_cmb_channel,epsilon_amp,5.26646239348428e-07,,,1.0532779436966955e-06,1.3732437336332404e-05,True
flat_cmb_channel,epsilon_amp,6.092704661368687e-07,,,1.2185241169138106e-06,1.588688548779414e-05,True
flat_cmb_channel,epsilon_amp,7.048574036451903e-07,,,1.4096953537823254e-06,1.8379339684254565e-05,True
flat_cmb_channel,epsilon_amp,8.15440739518517e-07,,,1.6308589735336554e-06,2.1262828859630447e-05,True
flat_cmb_channel,epsilon_amp,9.433732216299774e-07,,,1.886720406907294e-06,2.4598701524215045e-05,True
flat_cmb_channel,epsilon_amp,1.0913767146512737e-06,,,2.1827233081805897e-06,2.8457931006265834e-05,True
flat_cmb_channel,epsilon_amp,1.2626001098748578e-06,,,2.5251653729962964e-06,3.292262546279395e-05,True
flat_cmb_channel,epsilon_amp,1.4606863203649888e-06,,,2.9213323269605684e-06,3.8087774797399846e-05,True
flat_cmb_channel,epsilon_amp,1.6898497868124586e-06,,,3.379652935148192e-06,4.406327164469611e-05,True
flat_cmb_channel,epsilon_amp,1.9549661430912594e-06,,,3.909878330682348e-06,5.097624942219489e-05,True
flat_cmb_channel,epsilon_amp,2.2616759492228647e-06,,,4.5232894780034005e-06,5.897378719691526e-05,True
flat_cmb_channel,epsilon_amp,2.6165046987488235e-06,,,5.232937184074249e-06,6.822603890579203e-05,True
flat_cmb_channel,epsilon_amp,3.0270016537634676e-06,,,6.053919764714699e-06,7.89298535164889e-05,True
flat_cmb_channel,epsilon_amp,3.501900461431713e-06,,,7.003704273228495e-06,9.13129631450912e-05,True
flat_cmb_channel,epsilon_amp,4.051304969235378e-06,,,8.102498125717172e-06,0.00010563882823620823,True
flat_cmb_channel,epsilon_amp,4.686904192314192e-06,,,9.373679029867077e-06,0.0001222122428926607,True
flat_cmb_channel,epsilon_amp,5.422221006501592e-06,,,1.0844292364087238e-05,0.0001413858196100031,False
flat_cmb_channel,epsilon_amp,6.2728998581962565e-06,,,1.2545626589421932e-05,0.00016356749138750888,False
flat_cmb_channel,epsilon_amp,7.257039612324216e-06,,,1.4513878936223135e-05,0.0001892291908242912,False
flat_cmb_channel,epsilon_amp,8.39557861999512e-06,,,1.679092552880901e-05,0.00021891689085800533,False
flat_cmb_channel,epsilon_amp,9.712740198471169e-06,,,1.942521233314065e-05,0.00025326222077106454,False
flat_cmb_channel,epsilon_amp,1.1236548001387516e-05,,,2.247278588313195e-05,0.00029299590460406716,False
flat_cmb_channel,epsilon_amp,1.2999422244132476e-05,,,2.5998485714717745e-05,0.0003389633078841948,False
flat_cmb_channel,epsilon_amp,1.5038869469554101e-05,,,3.007732387844131e-05,0.0003921424234477354,False
flat_cmb_channel,epsilon_amp,1.739828052930366e-05,,,3.479608088011177e-05,0.00045366467901058365,False
flat_cmb_channel,epsilon_amp,2.0127853758499385e-05,,,4.0255152004481376e-05,0.0005248390091848941,False
flat_cmb_channel,epsilon_amp,2.3285662984981965e-05,,,4.6570683304464344e-05,0.0006071797040999263,False
flat_cmb_channel,epsilon_amp,2.6938893095901753e-05,,,5.3877042700101185e-05,0.0007024386271199633,False
flat_cmb_channel,epsilon_amp,3.11652694492943e-05,,,6.232967876232398e-05,0.000812642487122868,False
flat_cmb_channel,epsilon_amp,3.605471154250506e-05,,,7.210842800409178e-05,0.000940135958332357,False
flat_cmb_channel,epsilon_amp,4.171124612056525e-05,,,8.342134104441512e-05,0.0010876315651162337,False
flat_cmb_channel,epsilon_amp,4.825522042741279e-05,,,9.650910904970833e-05,0.001258267393086158,False
flat_cmb_channel,epsilon_amp,5.5825862688627005e-05,,,0.0001116501846285256,0.0014556738543484433,False
flat_cmb_channel,epsilon_amp,6.458424430196992e-05,,,0.00012916670613094539,0.001684050927391726,False
flat_cmb_channel,epsilon_amp,7.471670675868082e-05,,,0.00014943135139658392,0.0019482575149489428,False
flat_cmb_channel,epsilon_amp,8.64388262059828e-05,,,0.00017287526677015053,0.002253914820992836,False
flat_cmb_channel,epsilon_amp,0.0001,,,0.00019999724008074038,0.002607525946293877,False
